Словоформа,Частота (ipm),Капитализация
просмотр,5.195449,lower
просмотра,6.156457,lower
проснулась,9.399859,lower
проснулся,21.352395,lower
проснуться,5.465733,lower
проспект,9.940426,lower
проспекта,6.396709,lower
проспекте,8.589008,lower
прост,10.090583,lower
проста,7.387748,lower
простая,14.625339,lower
Прости,13.03367,higher
прости,14.775497,lower
простит,5.01526,lower
Простите,12.703323,higher
простите,12.493103,lower
простить,10.811339,lower
Просто,89.223579,higher
просто,702.97729,lower
простого,16.667481,lower
простое,14.144835,lower
простой,45.437655,lower
простор,8.288693,lower
просторах,6.066362,lower
просторы,5.40567,lower
пространств,6.546866,lower
пространства,66.069294,lower
пространстве,57.240034,lower
пространство,80.814759,lower
пространством,8.679103,lower
простую,7.597969,lower
простые,24.655859,lower
простым,17.838709,lower
простыми,6.697024,lower
простыни,5.555827,lower
простых,25.016237,lower
просыпается,5.105355,lower
просьба,5.345607,lower
просьбе,13.6343,lower
просьбой,16.607418,lower
просьбу,9.640111,lower
просьбы,5.675953,lower
просят,11.051591,lower
протекает,5.075323,lower
протест,8.01841,lower
протеста,12.312914,lower
Против,8.138536,higher
против,218.359017,lower
противник,6.576898,lower
противника,21.412458,lower
противники,6.096394,lower
противников,8.528945,lower
противно,10.961497,lower
противном,7.778158,lower
противовес,5.555827,lower
противоположной,9.489953,lower
противоположность,5.976268,lower
противоположную,5.315575,lower
противоположные,5.585859,lower
противоположных,5.165418,lower
противоречие,11.141686,lower
противоречий,7.537906,lower
противоречит,9.159607,lower
противоречия,12.252851,lower
противостояние,7.507874,lower
противостояния,6.937276,lower
противостоять,9.249701,lower
протоиерей,8.288693,lower
протокол,11.171717,lower
протокола,6.847181,lower
протонов,6.606929,lower
протягивает,6.697024,lower
протяжении,56.429183,lower
протянул,33.785435,lower
протянула,15.346095,lower
профессии,23.814977,lower
профессий,7.718095,lower
профессионалов,7.868252,lower
профессионалы,5.225481,lower
профессионально,8.318725,lower
профессионального,14.865591,lower
профессиональное,5.766047,lower
профессиональной,18.108993,lower
профессиональные,10.841371,lower
профессиональный,9.069512,lower
профессиональным,6.636961,lower
профессиональных,15.976757,lower
профессию,6.606929,lower
профессия,10.03052,lower
Профессор,13.694363,higher
профессор,58.77164,lower
профессора,40.12208,lower
профессоров,5.075323,lower
профессором,12.282882,lower
профессору,5.856142,lower
профиль,12.312914,lower
профиля,6.877213,lower
проход,7.447811,lower
проходил,16.877702,lower
проходила,13.063701,lower
проходили,22.884001,lower
проходило,7.117465,lower
проходит,51.203703,lower
проходить,12.763386,lower
проходной,5.075323,lower
проходя,6.186488,lower
проходят,24.445639,lower
прохождения,7.507874,lower
прохожих,9.640111,lower
Прохор,7.177528,higher
процедур,8.889323,lower
процедура,8.949386,lower
процедуру,9.279733,lower
процедуры,15.376127,lower
процент,13.604268,lower
процента,17.388237,lower
процентов,67.600901,lower
проценты,5.375638,lower
Процесс,10.781308,higher
